filer_id,Filer,Business Phone,WhaleScore 1 Yr Equal-Wt,WhaleScore 1 Yr Mgr-Wt,Fund Size,Holdings,13F AUM,Turnover,% in Top 10,Perf Equal QoQ,Perf Equal All,Perf Mgr QoQ,Perf Mgr All,Earliest 13F,Perf Equal 1 Year,Perf Equal 5 Year,Perf Mgr-Wt 1 Year,Perf Mgr-Wt 5 Year,3 Yr Perf Annualized,5 Yr Perf Annualized,7 Yr Perf Annualized,10 Yr Perf Annualized,3 Yr Perf Mgr-Weight Annualized,5 Yr Perf Mgr-Weight Annualized,7 Yr Perf Mgr-Weight Annualized,10 Yr Perf Mgr-Weight Annualized,Avg Time in Top 10,Avg Time Held,Filer CIK,Filer Zip Code,Change in MV,Put Count,Call Count,Prior MV,State,City,Shares Traded,3-Year Sortino Equal Weight,STDDEV 3-Year,5 Yr Beta,3 Yr Alpha,ETF AUM,ETF AUM %,Investing Styles,Fund Classifications,First Date 13F Was Filed,Previous 13F AUM,Country,Date Filed
116365,&PARTNERS,615 252 6214,,,Mid,1687.0,8339268923.0,20.3912,22.6916,6.64,89.21,5.17,107.84,2019-02-06 05:00:00 UTC,22.83,82.4,21.3,91.94,11.15,12.770000000000001,,,10.97,13.930000000000001,,,6.3,3.0414,0000107136,37215,61.2197,0,0,5172611067.0,TN,NASHVILLE,39871789.0,0.4143,0.1671,1.1795,-2.2,3293777447.0,39.497,0.0,0.0,0.0,0.0,0.0,0.0,"Low BETA Stock Focus,FINANCE concentrated","Broker-Dealer,Investment Advisor",2019-02-06 05:00:00 UTC,5172611067.0,United States,2025-02-14
430440,1 NORTH WEALTH SERVICES LLC,410-975-0099,,,Micro,59.0,236069806.0,,49.6883,2.39,41.88,2.04,31.1,2019-02-06 05:00:00 UTC,10.06,28.33,8.61,17.64,2.25,5.12,,,0.98,3.3000000000000003,,,0.0,0.0,0001641761,21401,,0,0,0.0,MD,ANNAPOLIS,3221664.0,-0.1813,0.1064,0.5258,-7.58,204860604.0,86.78,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2019-02-06 05:00:00 UTC,0.0,United States,2025-02-12
357246,"1060 CAPITAL, LLC",3123613359,,,Micro,14.0,50462700.0,64.2857,100.0,13.59,115.86,11.47,186.81,2017-02-01 05:00:00 UTC,18.46,87.74,30.17,103.16,-0.2,13.43,7.8100000000000005,,9.0,15.229999999999999,12.42,,1.1111,1.3333,0001602119,80206,-7.3458,0,0,54463461.0,CO,DENVER,1913071.0,-0.135,0.329,1.763,-17.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Short-Term Focus,"Investment Advisor,Hedge Fund",2017-02-01 05:00:00 UTC,54463461.0,United States,2025-02-14
500682,11 CAPITAL PARTNERS LP,646-989-3735,70,45,Micro,20.0,248597715.0,35.0,77.8214,2.86,42.1,4.59,25.04,2021-02-12 05:00:00 UTC,20.59,0.0,20.67,,15.21,,,,9.28,,,,4.8,5.9412,0001801172,06820,-1.3745,1,0,252062223.0,CT,DARIEN,1030635.0,0.5971,0.1976,1.0566,1.76,0.0,0.0,5058600.0,2.035,0.0,0.0,5058600.0,2.035,"","Investment Advisor,Hedge Fund",2021-02-12 05:00:00 UTC,252062223.0,United States,2025-02-14
163719,12 WEST CAPITAL MANAGEMENT LP,646-216-7040,65,49,Small,21.0,954595438.0,42.8571,90.8073,14.83,264.33,16.08,154.25,2013-02-14 05:00:00 UTC,30.17,107.59,28.35,8.91,8.799999999999999,15.73,15.379999999999999,10.2,1.16,1.72,6.890000000000001,5.92,9.3,10.5625,0001540531,10018,-2.3315,0,0,977383214.0,NY,NEW YORK,12068266.0,0.1799,0.2756,1.1986,-5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mid-Cap Focus,INFORMATION TECHNOLOGY concentrated,High BETA Stock Focus,Growth Investor","Investment Advisor,Hedge Fund",2013-02-14 05:00:00 UTC,977383214.0,United States,2025-02-13
698435,"1248 MANAGEMENT, LLC",9133534415,,,Micro,75.0,232151603.0,,59.2725,3.78,0.0,4.09,,2025-02-14 05:00:00 UTC,0.0,0.0,,,,,,,,,,,0.0,0.0,0002011147,64112,,0,0,0.0,MO,KANSAS CITY,4405031.0,0.0,0.0,,,44064558.0,18.981,0.0,0.0,0.0,0.0,0.0,0.0,"","Investment Advisor,Hedge Fund",2025-02-14 05:00:00 UTC,0.0,United States,2025-02-14
289237,"12TH STREET ASSET MANAGEMENT COMPANY, LLC",615-915-3701,69,66,Small,33.0,606550719.0,15.1515,53.3094,-0.19,171.18,-0.63,163.65,2015-02-17 05:00:00 UTC,12.03,112.22,11.18,96.57,11.05,16.24,10.69,10.489999999999998,10.41,14.469999999999999,9.520000000000001,10.18,10.8,12.6774,0001633703,37205,2.2856,0,0,592997158.0,TN,NASHVILLE,2099865.0,0.394,0.1734,1.0014,-1.16,26022202.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,"Low BETA Stock Focus,Value Investor,GARP","Investment Advisor,Hedge Fund",2015-02-17 05:00:00 UTC,592997158.0,United States,2025-02-10
256611,13D MANAGEMENT LLC,(212) 223-2282,50,47,Micro,27.0,134983235.0,40.7407,60.6459,3.56,166.13,4.14,183.98,2014-02-14 05:00:00 UTC,9.66,94.22,13.4,102.6,1.46,14.2,9.67,9.16,3.61,15.17,10.68,10.040000000000001,2.5,6.2857,0001600133,10019,-1.0315,0,0,136390047.0,NY,NEW YORK,2271183.0,-0.1398,0.1937,1.0485,-11.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mid-Cap Focus,Value Investor","Investment Advisor,Hedge Fund",2014-02-14 05:00:00 UTC,136390047.0,United States,2025-02-14
500822,140 SUMMER PARTNERS LP,(212) 804-9763,86,81,Small,26.0,836198097.0,50.0,77.9907,7.32,84.08,6.14,72.8,2021-02-16 05:00:00 UTC,23.1,0.0,23.92,,15.82,,,,13.76,,,,3.4,4.0,0001820788,10106,-9.9218,0,0,928302728.0,NY,NEW YORK,139376675.0,0.5541,0.211,0.9318,1.99,0.0,0.0,5803945.0,0.694,0.0,0.0,5803945.0,0.694,"Value Investor,Short-Term Focus","Investment Advisor,Hedge Fund",2021-02-16 05:00:00 UTC,928302728.0,United States,2025-02-14
500835,140 SUMMER PARTNERS MASTER FUND LP,212-804-9763,,,Small,18.0,836198097.0,27.7778,77.9907,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,2.7,3.2222,0001844084,10018,,0,0,0.0,NY,NEW YORK,0.0,,,,,0.0,0.0,5803945.0,0.694,0.0,0.0,5803945.0,0.694,"","",,0.0,United States,
